Travel_type,Price_per_night,Distance_to_center,Review_count,Room_size,Host_response_time,Has_fast_wifi,Has_dedicated_workspace,Has_parking,Has_gym,Has_breakfast,Has_kitchen,Has_pool,Has_laundry,Amenities_comfort_extra,Amenities_luxury_extra,Satisfaction,Would_recommend
Pleasure,69.11646722714454,11.883940722067054,22,115.67201099190906,53.402302099628784,1,1,1,1,1,1,1,1,4,3,5.879235301726288,1
Business,281.82489324973193,2.84738154616734,183,48.86989022634263,162.9138992546626,1,1,1,1,1,1,1,1,2,0,6.466624478072316,0
Business,412.2755476522803,11.141562379998316,411,65.69744014297116,228.70544446618365,1,1,1,1,1,1,1,1,0,0,2.0659212662192026,0
Pleasure,476.0083990445041,19.623651693739653,228,82.68365816841981,83.02777440319969,1,1,0,1,0,0,1,0,0,0,1.0,0
Pleasure,401.22244481302346,7.004119572450403,75,19.77950781892298,126.49951304596985,1,1,1,0,1,1,1,1,0,0,2.714543754050785,0
Pleasure,71.67593096843935,8.14899633665865,241,100.73973086621898,84.79665230700607,1,1,1,0,1,0,1,1,0,0,6.8049702625218895,1
Business,446.8342841830851,0.9044585717910003,34,67.74823406973385,119.48496899925661,1,1,1,1,1,1,1,1,3,4,10.0,1
Business,77.29273835066579,15.421091348190174,216,33.498468831798796,234.61060281127183,0,1,0,0,1,1,0,1,0,0,1.0,0
Business,113.21188244752055,2.294290577775684,266,75.30632794833129,83.6342613098235,1,1,1,1,1,1,1,1,3,1,6.968181514365297,1
Business,164.78889225497082,1.4053822880933287,305,97.07839114564848,209.30298267355366,1,1,1,1,1,1,1,1,4,1,7.757669285068896,1
Business,80.32365611897774,19.977331916636516,368,21.744924930500037,143.78842593669933,1,1,1,1,1,1,1,1,2,0,1.0,0
Business,65.98068921683823,7.3812858240811074,157,21.45040077005809,45.296990025929446,1,1,1,1,1,1,1,1,4,3,6.505459711337679,1
Business,364.369874497741,8.916488907879582,434,106.32825602800429,118.78368915679549,1,1,1,1,1,1,1,1,5,2,4.641997092286001,1
Pleasure,130.7513717068369,4.693136969931054,26,24.42004977412919,164.23005345687434,1,1,1,1,1,1,1,1,2,2,4.081390643039619,0
Pleasure,77.70489630050149,9.933791683704758,396,116.17769861052122,152.28132676478566,1,0,1,0,1,0,1,1,0,0,7.477991515072119,0
Business,319.57489476344415,17.537879298368885,421,100.63319450452293,143.01568724838782,1,0,1,0,0,0,0,1,0,0,1.0,0
Pleasure,79.66769320328804,2.6022149172856657,99,25.909850383265166,125.01703834432516,1,1,1,1,1,1,1,1,0,0,5.783457327363174,0
Business,171.43143541688752,16.211047496057116,378,17.057778542177786,77.77024397200255,1,1,1,1,1,1,1,1,2,2,1.0,0
Business,335.843085038735,12.337791178667539,432,79.16618719773237,92.9695696176279,1,1,1,1,1,1,1,1,5,1,4.028937594616881,0
Business,171.23363416332853,8.857679635584859,190,74.50130458888162,220.4822857322661,1,1,1,1,1,1,1,1,4,3,5.487906661445412,0
Pleasure,138.48061410533364,1.3395818602122267,86,33.41402062458793,225.53807979068662,1,1,1,1,1,1,1,1,0,3,6.076176341157518,1
Business,228.39763065029584,12.45525712876417,165,32.63557712421599,203.14198384213628,1,1,1,1,1,1,1,1,6,2,2.123090632411598,0
Business,239.49780169868757,5.222029562572914,306,40.4638711691583,97.93378667746678,1,1,1,1,1,1,1,1,6,2,7.441572089845417,1
Business,123.74924735189198,4.408111840022064,297,19.012842291381506,168.35492349982357,1,1,1,1,1,1,1,1,0,0,6.163389863991762,0
Pleasure,203.57403756510774,4.254184847210678,217,103.67103883723495,56.43808000764791,1,1,1,1,1,1,1,1,1,5,9.154324518964797,1
Pleasure,456.8348503148843,0.42145774229953137,249,117.82305541471612,142.07510299407684,1,0,1,1,1,1,0,1,0,0,2.4792192323870763,0
Business,248.07112333190062,12.243642233961038,281,84.58857971570772,34.005567884302785,1,1,1,1,1,1,1,1,3,0,3.783549341595701,0
Pleasure,375.70033308054394,18.546391575200193,162,48.85740998528848,96.07638684793471,1,1,1,1,1,1,1,1,3,2,3.109943657909313,0
Pleasure,237.8751095415692,6.49455968632803,99,75.16466890613026,56.22847823670057,1,1,1,1,1,1,1,1,4,0,7.469437857209868,0
Pleasure,422.43812015022587,10.59018301795249,109,19.4872906027413,221.18070109110192,1,1,1,1,1,1,1,1,1,1,3.0511349597034796,0
Pleasure,475.359670181867,16.39758338254534,368,69.71051646928204,72.73663378719975,1,1,1,1,1,1,1,1,1,2,1.558738987358542,0
Pleasure,494.16409282828033,14.567809335219124,316,87.57254023862181,157.33005888389997,1,0,1,0,1,0,1,0,0,0,1.1876033594380029,0
Business,309.2637664449224,15.045681769538227,13,23.545201942270168,178.218118540364,1,1,1,1,1,0,0,1,0,0,1.0,0
Business,78.30406107357737,11.970722337609697,289,60.249443821383565,11.939455662915297,1,1,1,1,1,1,1,1,6,2,3.7989653380688253,0
Business,73.59727403799609,1.0582817922653387,383,75.06882157366539,165.75732732956556,1,1,1,1,1,1,1,1,0,0,8.07369709782444,0
Pleasure,94.65491098244115,19.733938669132534,1,65.50087154856428,204.47404496017,1,1,0,0,1,1,0,0,0,0,2.304595050373803,0
Pleasure,257.37167122966576,19.585993121576315,149,26.42306650551713,22.2104749008726,1,1,1,0,0,1,1,1,0,0,4.871061020217509,0
Business,186.72707113565775,10.963157268934383,16,22.497693835005002,37.172888255638185,1,1,1,1,0,1,0,1,0,0,2.8898631918040207,0
Pleasure,74.46918585595272,16.662053839601157,293,73.80607144823736,18.9591777781163,0,0,1,0,0,1,1,1,0,0,6.28409894625684,0
Business,351.2229411974476,6.869581051482219,354,44.90573249205955,17.06373490369029,1,1,0,0,0,1,0,1,0,0,5.08690428121327,0
Pleasure,456.5166288264745,18.736767809399833,306,119.45773496187024,190.62235619071643,1,1,1,1,1,1,1,1,0,0,1.0,0
Business,365.15305021321547,15.975094810834152,292,55.455333884253676,24.874035860755917,1,1,1,1,1,1,1,1,2,0,1.0,0
Pleasure,397.69289682334875,6.563393578927739,455,16.63656145126037,116.79808425638527,1,0,0,0,1,1,1,1,0,0,4.246710000448944,1
Pleasure,208.07060411133625,6.6249984199062295,87,89.9443307986216,228.20488851683626,1,1,1,1,1,1,1,1,0,0,8.091879471193547,0
Business,362.37146361180606,2.514586829799441,425,95.93330653252839,220.38910501505464,1,0,1,1,0,1,0,1,0,0,5.44014758764349,0
Pleasure,374.33348433926176,14.36828858737885,81,109.13195850533627,42.343563107371544,1,1,1,1,1,1,1,1,2,4,4.246382137225167,0
Business,433.2070890378349,2.8161909408334496,362,46.41958906293962,17.126525116411308,1,1,1,1,1,1,1,1,3,1,7.822224870036092,0
Pleasure,129.5066367479551,10.787651110378377,241,91.02869691975071,106.99349295394833,1,1,1,1,1,1,1,1,0,1,7.238139402239728,0
Business,325.1894336586611,17.64357351300168,0,25.960591307513553,175.77508084523978,1,1,1,1,1,1,1,1,2,1,1.0,0
Pleasure,264.94848468600895,2.570850438549852,395,19.13586166891055,10.653318591675319,1,1,1,1,1,1,1,1,3,2,9.22980003402455,1
Business,76.687063826519,16.42122351982541,12,39.12466561309956,167.62358212794416,1,1,0,0,0,0,0,1,0,0,1.0,0
Business,130.7503475780914,15.19786933955362,189,63.32888018144481,25.758196476691676,1,1,1,1,1,1,1,1,2,2,2.4016384435414526,0
Pleasure,486.08808735539924,2.855129287779592,468,96.99427531792567,162.70696317376826,1,1,1,1,1,1,1,1,1,0,4.719025866497631,0
Business,282.29623901164234,2.5165252677728445,134,28.49645919438207,206.0801835004018,1,1,1,1,1,1,1,1,0,1,7.498853531516017,1
Pleasure,207.77870642402686,13.661754892643124,38,88.38106475596555,167.8653530703932,1,1,1,1,1,1,1,0,0,0,7.470701897740345,1
Business,299.88711199507225,2.476820306539791,30,117.4090289727223,223.2056521623442,1,1,1,1,1,1,1,1,1,0,5.53599302864669,0
Business,302.47104166530306,4.20362329828464,396,114.08736723010547,149.29620835102824,1,1,1,1,1,1,1,1,4,1,7.508480104084599,0
Pleasure,466.9746013757288,2.0744243372729976,363,29.521703043583884,169.7180635857286,1,1,1,1,1,1,1,1,1,5,4.2250299934603435,0
Pleasure,304.2928940015745,19.29089410173684,332,45.109677830701074,221.51034123293377,1,1,1,1,1,1,1,1,0,0,5.223667372371816,0
Business,417.622839809431,4.8970324397079645,246,24.397718774836314,17.86818193723412,1,1,1,1,1,1,1,1,2,1,7.265739437047723,0
Business,158.55140742304184,12.387266597630703,472,42.29106968145709,44.27370218151069,1,1,1,1,1,0,0,1,0,0,3.3548813954153793,0
Business,403.5831518337542,2.176861082246895,45,48.39217862816487,195.28965395892035,1,1,1,1,1,1,1,1,6,3,8.8842014734054,1
Pleasure,209.8058317052437,19.785243582140303,448,53.70794323120731,80.67064078779676,1,1,1,1,1,1,1,1,2,2,8.206862550074788,1
Business,257.87590524337963,1.0545323737346712,450,44.05954771476243,58.4115719127122,1,1,1,1,1,1,1,1,4,2,7.630036600668791,1
Business,308.8954637167627,13.787992378382318,319,100.64693723122465,58.58256006291811,1,0,1,0,1,0,0,0,0,0,1.0,0
Pleasure,361.1773090177028,1.4576222905368152,179,97.62269922342412,144.40698136632693,1,1,1,1,1,1,1,1,1,2,6.986340374267145,1
Pleasure,402.69571080923623,8.932629954737035,194,57.835265499630985,40.99221934087113,1,1,1,1,1,1,1,1,0,2,3.2550425968596004,0
Pleasure,115.32055345762393,17.40361688793756,428,18.26471572812254,194.7362860362643,1,1,0,0,1,1,1,1,0,0,7.304738224501815,1
Business,77.62337233060882,9.855675366130184,406,43.7204870008639,21.016109968195913,1,1,1,1,1,1,1,1,3,0,3.5435046092669973,0
Business,201.5578136937344,19.116381202674923,415,91.41178726935382,92.11180064112993,0,1,1,0,0,0,0,1,0,0,1.0,0
Business,111.67809381170528,19.159353138208772,189,36.752111752212116,76.11997575378676,1,1,1,1,1,1,1,1,3,1,1.0,0
Business,323.74495417101787,16.783724831427207,466,109.62815125214289,134.5940056517014,1,1,1,1,1,1,1,1,5,2,1.1719404011543328,0
Pleasure,379.44068008484635,15.939606403782127,420,23.16889700570519,10.700470972031582,1,0,1,1,0,1,1,1,0,0,4.983064989934978,0
Business,262.4623111762541,17.72507171574102,176,71.01409399040618,6.301374678993398,1,1,1,0,0,1,0,1,0,0,1.0,0
Pleasure,167.15299718856272,3.087332178657982,488,47.71263598811449,123.65450654646605,1,1,1,1,1,1,1,1,6,2,9.288045829120009,1
Business,319.65603243302,13.627380922221153,401,71.76272226014736,185.12651675811122,0,1,1,1,0,0,0,1,0,0,1.0,0
Business,459.8794625607119,17.05741435389524,126,111.5979159687923,87.57404794324457,1,1,1,1,1,1,1,1,3,0,1.1686679423101856,0
Pleasure,304.59767680023134,16.807736255981233,0,48.26228836879227,51.175144490096734,0,0,0,0,0,1,1,1,0,0,3.356536263649824,1
Pleasure,94.13003606360982,2.3113636701564366,363,82.46796632122212,64.61503137449218,1,1,1,1,1,1,1,1,3,2,7.318176267436489,0
Business,278.5542282376725,0.6148730965271421,131,49.26653443862179,224.25193545441954,1,1,1,1,1,1,1,1,2,2,8.27428832622711,1
Business,162.59258505835675,5.230173540130416,38,51.83459885756778,88.37880404526186,1,1,1,1,1,1,0,1,0,0,5.74944404765983,0
Pleasure,373.44894151653534,4.4978588458687145,314,92.37076263988972,149.3246239330951,1,1,1,1,1,1,1,1,1,0,8.319384030488086,1
Pleasure,266.1517339738201,8.078984204686181,264,50.025723607687375,67.82373255923278,1,1,0,1,1,1,0,1,0,0,7.20642275885403,1
Pleasure,63.18257379743365,15.252674887228189,298,37.21044215790899,105.08554303881525,0,1,1,1,0,1,1,1,0,0,5.160937844406151,0
Pleasure,179.91869083767045,10.019177811433744,299,54.6953871577701,165.21022774781508,1,1,1,0,1,1,1,1,0,0,8.312480885380259,1
Pleasure,148.20648328777685,9.550083517532586,132,93.6894555083549,213.41509146290184,1,1,1,1,1,1,1,1,0,0,6.944369816030594,1
Pleasure,276.9605171785869,9.90199606888453,480,41.901733104385265,155.93166712021716,1,1,1,1,1,1,1,1,8,0,7.032854124054471,1
Business,130.04801034456943,1.72850400189146,24,89.77987798237056,196.5739769891591,1,1,1,1,1,1,1,1,2,5,7.670842628936421,1
Business,401.0220767476339,11.780089311776917,443,111.05665617290208,82.42601483845085,1,1,1,1,1,1,1,1,1,0,3.6385321554614483,0
Business,438.59668397223624,8.195942808179073,456,110.80606156001625,116.19521600953989,1,1,0,1,1,0,0,0,0,0,3.949112819314727,0
Pleasure,137.17476487147076,19.824731000514735,480,94.26773257719682,173.02805481518206,1,1,1,1,1,1,1,1,4,3,9.296269472303418,1
Pleasure,337.8934451260654,2.9048649221484846,97,72.5880486703381,227.20318042776387,1,1,1,1,1,1,1,1,3,1,6.687089676681255,1
Pleasure,485.4234225112478,19.283773323622643,198,27.91274045112334,19.932024645211673,1,1,1,1,1,1,1,1,2,3,1.0,0
Business,389.36811069022133,13.104047331517577,453,107.39481825679628,181.28456621623835,1,1,1,1,1,1,1,1,3,2,3.2712501933421665,0
Pleasure,256.9609239659751,4.665910756555299,106,60.0226457511863,183.99043595546553,1,1,1,1,1,1,1,1,2,4,7.6920122616732565,1
Pleasure,248.9267524485346,10.816208828764427,426,114.75289009534887,161.58462925154,1,0,1,0,1,1,1,1,0,0,9.401342008830705,1
Business,496.5065395432513,18.554001221541817,419,22.217527281226552,220.15652887562356,1,1,1,1,1,1,1,1,1,0,1.0,0
Business,457.8635088129154,18.01360479505934,492,34.40865194359195,186.92421872306932,0,1,0,1,0,1,0,1,0,0,1.0,0
Business,304.62526474772835,15.194634089362262,30,59.72997984929973,188.79325242539224,1,1,1,0,1,0,0,1,0,0,1.0,0
Business,277.5668740905133,1.3063227256130183,496,116.02590806321173,133.95263896354112,1,1,1,1,1,1,1,1,0,0,7.676372488739293,1
Pleasure,280.62254803665013,3.262258919892349,262,115.0925226547465,75.62730699593773,1,1,1,1,1,1,1,1,2,3,9.034034387186862,1
Pleasure,485.5243121114191,8.790293240980434,25,20.60323698967472,94.82033622712137,1,1,1,1,1,1,1,1,2,5,1.0,0
Business,150.38303635464172,6.443534885824134,255,48.6590737123699,225.93682849781965,1,1,1,1,1,1,1,1,3,0,4.114731379013376,0
Business,307.12495733490346,3.202412805939572,328,54.874644909273215,121.11435776310435,1,1,1,1,1,1,1,1,2,1,5.80034002228153,1
Pleasure,400.9932277910825,3.7469859819479368,416,71.91387718878607,169.3881270430892,1,1,1,1,1,1,1,1,1,0,6.319794038642407,1
Pleasure,412.4432045546083,11.235954379492643,115,54.268606986586505,143.10038518551823,1,1,1,1,1,1,1,1,4,4,2.41197991931809,0
Business,80.19270455519828,3.6993150939060304,19,27.68209417773278,18.024300834132248,1,1,1,1,1,1,1,1,3,1,7.755829999335269,1
Pleasure,67.73404754767456,6.502832550752395,56,65.2159317538322,66.96679132407287,1,1,1,1,1,1,1,1,2,4,5.61819620283033,1
Business,496.154929660755,5.25839622384447,456,97.51607609797634,206.15809806945276,1,1,1,0,1,1,1,1,0,0,6.271432547387486,1
Pleasure,449.0273641642248,2.2710006257621673,38,67.4805388897567,111.96419940542707,1,1,1,1,1,1,1,1,0,0,1.0,0
Business,174.55274224403706,16.98824256953328,329,48.47627740971449,201.18310646203804,1,1,1,1,1,1,1,1,2,0,1.0,0
Business,142.85635397535478,14.905283751316462,291,27.358662428373012,50.63746337313152,1,1,1,1,1,1,1,1,1,0,1.0,0
Business,454.24023812637074,0.23263395512698404,229,51.37556349216879,76.68606722947278,1,1,1,1,1,0,0,1,0,0,7.052285977118045,1
Business,171.65179366019274,18.91442953611123,252,107.04022910716111,166.44614901397875,1,1,1,1,1,1,0,0,0,0,1.0,0
Business,229.3051020705471,2.342599141826991,104,32.04803388136312,36.535922628911244,1,1,1,1,1,1,1,1,3,0,8.530857431999253,1
Business,118.97184141268681,19.405299914175203,74,33.64748434596402,111.08079378806194,1,1,0,0,1,1,0,1,0,0,1.0,0
Pleasure,429.4809698147408,4.41114845238727,317,111.3581114218806,12.963416843680792,1,1,1,1,1,1,1,1,1,2,3.7886632649857845,0
Pleasure,348.1798723945165,0.9427702700868257,304,102.10700142476652,120.65135640801114,1,1,1,1,1,1,1,1,2,4,7.506296471892702,1
Business,197.48902257261477,16.58289595907749,397,103.22158656753635,102.05015387949643,1,1,1,1,1,1,1,1,3,1,1.7454356825431314,0
Pleasure,491.6131577999638,3.1372489279673466,201,75.36237309098618,188.96669278507756,1,1,1,1,1,1,1,1,4,4,1.0,0
Business,69.14292367825593,3.8783945606055337,270,21.189511841154243,225.2268298912182,1,1,1,1,1,1,1,1,3,0,6.467536196393656,0
Pleasure,120.67765073308465,6.125143899627408,403,54.66718054830868,181.06426737894347,1,1,1,1,1,1,1,1,2,4,7.859838190527424,1
Pleasure,168.83544789749476,5.816530264572042,482,52.69331318155702,224.90673607337948,1,1,1,1,1,1,1,1,0,2,9.721043127129837,1
Business,184.20443104079027,14.403699275379061,277,26.788969115963678,155.0225153356631,1,1,1,1,1,1,1,1,0,0,1.0,0
Pleasure,186.05545876697326,2.6857419287453266,267,80.34523551819326,166.66299339370988,1,1,1,1,1,1,1,1,2,3,8.607427543083466,1
Pleasure,453.48573909643665,13.783489008750962,340,93.55826013259569,99.12039266616326,1,1,1,1,0,0,0,1,0,0,1.0,0
Pleasure,119.50335919105075,14.831825381705688,464,60.50819275408747,85.8093645131156,1,1,1,1,1,1,1,1,3,1,8.324395028259008,1
Pleasure,463.4274244540634,9.21236573746893,13,73.39431894329817,230.27111173406897,1,1,1,1,1,1,1,1,1,3,1.0,0
Pleasure,84.42904656354474,19.892010023431897,295,31.317929831456123,196.8855149796406,1,1,1,1,1,1,1,1,1,2,4.418550981969828,0
Business,399.9213904493922,5.895605176540942,305,116.50470606547185,140.2121998190619,1,1,1,1,1,1,0,1,0,0,4.188755682979585,0
Pleasure,307.7240140354517,15.939201220913287,449,98.69517988208507,178.33731352538078,1,1,1,1,1,1,1,1,0,4,6.881056183000991,1
Pleasure,159.56606082147704,18.3186669909986,438,97.19017407106041,24.978317787795003,1,1,1,1,1,1,1,1,2,2,9.088955942132625,1
Business,342.1837521989802,11.481026682175184,68,75.1173156130218,238.1312627011494,1,1,1,1,1,1,1,1,2,1,2.1311549098438167,0
Pleasure,208.5673909124907,15.299081143588358,485,106.29169485139788,187.4986590504889,1,1,1,1,1,1,1,1,4,2,9.150784567235506,1
Pleasure,335.32328121974314,2.669513306441258,35,55.41448510069256,140.92083384261548,1,1,1,1,1,1,1,1,1,0,4.294636979262902,0
Pleasure,287.5586180390165,0.17692593723586336,328,33.81025848250693,56.096347439763186,1,1,1,1,1,1,1,1,6,0,8.088545331323957,1
Business,263.668698278184,18.604405227667446,55,94.19354640822931,19.968387569911954,1,1,1,1,1,1,1,1,5,0,1.0,0
Business,157.57812516984922,18.521381044422128,416,42.30849088575383,98.66617074612441,1,1,1,1,1,1,1,1,0,0,1.0,0
Pleasure,191.14974431651072,13.815989980359713,339,116.09728305985556,34.60442941189265,1,1,1,1,1,1,1,1,2,2,8.662660154284008,1
Business,105.90340886413009,4.2861268562815935,96,78.77490373526469,195.16063339450253,1,1,1,1,1,1,1,1,4,2,7.044016074075967,1
Pleasure,376.93486250538064,8.088496057812442,245,70.32344698081442,87.45461628720656,1,1,1,1,1,1,1,1,1,1,4.350739977399984,0
Pleasure,311.8832928572382,1.5804720805147876,294,106.79742016870411,78.37993513509417,1,1,1,1,1,1,1,1,0,0,6.931816399875704,1
Pleasure,238.65588880449647,0.16591544316844953,310,40.665280184515325,122.67984443809246,1,1,1,1,1,1,1,1,4,5,8.398616372888402,1
Business,127.69095103416396,19.51641588873853,74,98.23932590648477,119.26894644100324,1,1,0,1,1,1,0,0,0,0,1.0,0
Pleasure,450.5053143234088,2.9772065654689173,113,96.10200522748272,113.19117695674792,1,1,1,1,1,1,1,1,1,2,2.411954978626935,0
Business,378.717470148013,10.635835429426482,270,80.14967092336173,188.57117183129353,1,1,1,0,0,0,0,1,0,0,1.154802835701107,0
Pleasure,489.3823997894665,15.992335720423767,322,85.45532115985004,101.66613403760097,0,1,1,1,0,0,1,0,0,0,1.0,0
Business,337.0434586643702,0.7360221121530541,234,90.85082004546386,14.725014805493387,1,1,1,1,1,1,1,1,8,0,10.0,1
Pleasure,96.29434764407746,7.533364501739605,480,17.226430748527374,107.27010582181259,1,1,1,1,1,1,1,1,1,1,7.278617944915764,1
Pleasure,374.3312413439409,19.70125837835465,269,71.87136448885704,95.64893547055074,1,1,1,1,1,1,1,1,2,2,5.923617369709307,0
Business,377.8292166314383,19.967527122209944,20,29.124796863894797,127.498860751474,1,1,1,1,1,1,1,1,3,0,1.0,0
Pleasure,150.83148545468174,4.578246748428619,5,43.23433819032782,124.39225793594764,1,1,1,1,1,1,1,1,2,1,5.638716455982518,1
Pleasure,177.1186888691398,2.4141168829412507,268,58.99676798647506,157.60303955713806,1,1,1,1,1,1,1,1,2,1,7.912178006816441,1
Pleasure,91.61636248656943,6.690691688471235,136,53.2554032137281,121.04317595528354,1,0,1,1,0,1,0,0,0,0,5.557071721068215,0
Pleasure,269.00979606616175,3.401868934239627,4,84.21835066763892,122.79824225059728,1,1,1,1,1,1,1,1,1,1,6.969553582078053,1
Pleasure,311.6384634411484,15.23516604863379,472,93.31488279012726,222.11655452280291,1,0,1,1,0,1,1,1,0,0,6.001856936076457,1
Pleasure,192.7426615805806,18.398903851495014,369,117.16820942230636,174.7935659452695,1,1,1,1,1,1,1,1,0,0,8.979297158773083,1
Pleasure,426.1125984341502,4.831585299189401,447,19.885408316896893,9.399393048861139,1,1,1,1,1,1,1,1,2,4,6.2613299479828255,0
Business,405.5958638384399,0.5109051645957607,288,93.93039773054704,182.3087312078863,1,1,1,1,1,1,1,1,4,0,9.915613644277991,1
Business,304.3509517237419,2.881731880111731,220,63.667344057055125,55.635234359994435,1,1,1,1,1,1,1,1,7,1,7.708681506335489,1
Pleasure,159.4094959699557,11.664159038811924,291,75.29112357002893,101.15080814931211,1,1,1,1,1,1,1,1,0,3,6.603654253493814,1
Pleasure,188.04752505297097,10.731500694939902,350,110.63212001107937,102.66058477494387,1,1,1,1,1,1,1,1,2,4,9.642206890027438,0
Business,484.78729560440473,19.8366229214002,195,39.579640310410234,172.07492972754383,1,1,1,1,1,1,1,1,4,0,1.0,0
Pleasure,374.29515520829165,13.599199771903013,77,21.381901146766207,68.10474691907125,1,1,1,1,1,1,1,1,2,2,2.6364564056137882,0
Business,65.51357619548172,1.0194082257105896,292,71.74020881388454,213.68610460462233,1,1,1,1,1,1,1,1,7,0,7.23012723018992,1
Pleasure,494.5254125920463,8.469295922761544,48,58.01343414885746,224.38876227437382,1,1,1,1,1,1,1,1,3,2,1.0,0
Pleasure,222.27613327960137,8.529232845865662,413,40.93579970577942,85.36036184669642,1,1,1,1,1,1,0,0,0,0,7.349944766652476,1
Pleasure,290.50856161475474,8.56786971684562,110,84.7927637381172,97.4188770179238,1,1,1,1,1,1,1,1,1,3,5.932455979668456,0
Pleasure,208.0641719935686,9.594578073428679,15,82.51698209750485,185.016658396304,1,1,1,1,1,1,1,1,0,0,6.070451214625765,0
Business,156.31152151261927,1.2102976042188507,20,27.905947685645074,78.05854888618674,1,1,1,1,1,1,1,1,5,3,10.0,1
Pleasure,150.2986647824825,11.57003771871226,474,88.63336834990302,148.94102731433858,1,1,1,1,1,1,1,1,2,0,8.489667725366662,1
Pleasure,87.38478125608776,6.717675254066089,278,101.28925912754659,178.7940408548268,1,1,1,1,1,1,1,1,1,3,9.242566506582854,1
Business,226.9786619256391,13.17179765728676,221,49.85233007821839,195.51664140187734,1,1,1,1,1,1,1,1,5,0,1.6395788228361026,0
Pleasure,305.7607764972533,14.979741734586916,99,84.69852725061214,76.42400975770897,1,1,1,1,1,1,1,1,4,2,5.988694425365947,1
Business,239.86606869046423,11.85071365787895,225,79.39422990192655,7.786521336932171,1,1,1,1,1,1,1,1,5,2,5.6261910025823605,1
Pleasure,443.0240334139231,5.8769558750362005,278,21.41158588974963,132.4674194415823,1,1,1,1,0,0,1,1,0,0,1.597564238096432,0
Pleasure,225.36343025933817,13.928066212489798,147,37.24798196797367,107.70237925124233,1,1,1,1,1,1,0,1,0,0,5.368585741768181,1
Pleasure,425.82660262278955,9.78182495338981,109,80.875353484147,34.93828874331953,1,1,1,1,1,1,1,1,2,2,2.469059736196428,0
Pleasure,347.2408399517626,18.32725057285854,318,21.028451686041716,23.92350853376956,1,1,1,1,1,1,1,1,0,0,5.220617673837478,0
Pleasure,173.11240689278623,17.999905870257212,44,99.17548542332551,139.60913427279945,1,0,1,1,1,1,0,1,0,0,5.990848311498084,1
Business,239.71611646130765,11.583496324804424,309,32.492456458741195,164.17360442498358,1,1,1,1,1,0,0,1,0,0,1.591824401866946,0
Pleasure,267.86579760751897,19.426631448259343,429,95.43835414114,117.81718034244024,1,1,1,1,1,1,1,1,1,2,7.75641447221376,1
Business,291.98507057183235,16.148636417306903,102,54.183530987591915,210.34178604707432,1,1,1,0,0,0,0,1,0,0,1.0,0
